# schedule_id	doctor_id	work_date	time_slot	max_appt	max_onsite	status
SCH2026050706111100	A0006	2026-05-07	上午(08:00-12:00	20	10	正常
SCH2026050614000011	Z0017	2026-05-06	下午(14:00-18:0	18	9	正常
SCH2026050708000011	Z0017	2026-05-07	上午(08:00-12:0	14	5	正常
SCH2026050714000011	Z0017	2026-05-07	下午(14:00-18:0	12	8	正常
SCH2026050808000011	Z0017	2026-05-08	上午(08:00-12:0	22	6	正常
SCH2026050814000011	Z0017	2026-05-08	下午(14:00-18:0	13	8	正常
SCH2026050908000011	Z0017	2026-05-09	上午(08:00-12:0	22	8	正常
SCH2026050914000011	Z0017	2026-05-09	下午(14:00-18:0	16	6	正常
SCH2026051008000011	Z0017	2026-05-10	上午(08:00-12:0	20	6	正常
SCH2026051014000011	Z0017	2026-05-10	下午(14:00-18:0	12	7	正常
SCH2026051108000011	Z0017	2026-05-11	上午(08:00-12:0	25	7	正常
SCH2026051114000011	Z0017	2026-05-11	下午(14:00-18:0	20	9	正常
SCH2026050508000011	Z0018	2026-05-05	上午(08:00-12:0	10	5	正常
SCH2026050514000011	Z0018	2026-05-05	下午(14:00-18:0	13	5	正常
SCH2026050608000011	Z0018	2026-05-06	上午(08:00-12:0	24	5	正常
SCH2026050614000011	Z0018	2026-05-06	下午(14:00-18:0	15	5	正常
SCH2026050708000011	Z0018	2026-05-07	上午(08:00-12:0	23	9	正常
SCH2026050714000011	Z0018	2026-05-07	下午(14:00-18:0	10	5	正常
SCH2026050808000011	Z0018	2026-05-08	上午(08:00-12:0	15	5	正常
SCH2026050814000011	Z0018	2026-05-08	下午(14:00-18:0	24	7	正常
SCH2026050908000011	Z0018	2026-05-09	上午(08:00-12:0	18	5	正常
SCH2026050914000011	Z0018	2026-05-09	下午(14:00-18:0	21	9	正常
SCH2026051008000011	Z0018	2026-05-10	上午(08:00-12:0	14	6	正常
SCH2026051014000011	Z0018	2026-05-10	下午(14:00-18:0	24	9	正常
SCH2026051108000011	Z0018	2026-05-11	上午(08:00-12:0	13	7	正常
SCH2026051114000011	Z0018	2026-05-11	下午(14:00-18:0	17	6	正常
SCH2026050508000011	Z0019	2026-05-05	上午(08:00-12:0	10	5	正常
SCH2026050514000011	Z0019	2026-05-05	下午(14:00-18:0	15	8	正常
SCH2026050608000011	Z0019	2026-05-06	上午(08:00-12:0	13	10	正常
SCH2026050614000011	Z0019	2026-05-06	下午(14:00-18:0	20	7	正常
SCH2026050708000011	Z0019	2026-05-07	上午(08:00-12:0	10	7	正常
SCH2026050714000011	Z0019	2026-05-07	下午(14:00-18:0	21	8	正常
SCH2026050808000011	Z0019	2026-05-08	上午(08:00-12:0	16	9	正常
SCH2026050814000011	Z0019	2026-05-08	下午(14:00-18:0	15	7	正常
SCH2026050908000011	Z0019	2026-05-09	上午(08:00-12:0	20	10	正常
SCH2026050914000011	Z0019	2026-05-09	下午(14:00-18:0	19	10	正常
SCH2026051008000011	Z0019	2026-05-10	上午(08:00-12:0	20	10	正常
SCH2026051014000011	Z0019	2026-05-10	下午(14:00-18:0	20	5	正常
SCH2026051108000011	Z0019	2026-05-11	上午(08:00-12:0	13	5	正常
SCH2026051114000011	Z0019	2026-05-11	下午(14:00-18:0	17	5	正常
SCH2026050508000011	Z0020	2026-05-05	上午(08:00-12:0	18	9	正常
SCH2026050514000011	Z0020	2026-05-05	下午(14:00-18:0	15	10	正常
SCH2026050608000011	Z0020	2026-05-06	上午(08:00-12:0	15	6	正常
SCH2026050614000011	Z0020	2026-05-06	下午(14:00-18:0	13	9	正常
SCH2026050708000011	Z0020	2026-05-07	上午(08:00-12:0	13	9	正常
SCH2026050714000011	Z0020	2026-05-07	下午(14:00-18:0	25	10	正常
SCH2026050808000011	Z0020	2026-05-08	上午(08:00-12:0	15	10	正常
SCH2026050814000011	Z0020	2026-05-08	下午(14:00-18:0	18	8	正常
SCH2026050908000011	Z0020	2026-05-09	上午(08:00-12:0	23	6	正常
SCH2026050914000011	Z0020	2026-05-09	下午(14:00-18:0	23	5	停诊
SCH2026051008000011	Z0020	2026-05-10	上午(08:00-12:0	15	8	正常
SCH2026051014000011	Z0020	2026-05-10	下午(14:00-18:0	16	9	正常
SCH2026051108000011	Z0020	2026-05-11	上午(08:00-12:0	12	7	正常
SCH2026051114000011	Z0020	2026-05-11	下午(14:00-18:0	12	6	正常
SCH2026050508000011	Z0021	2026-05-05	上午(08:00-12:0	13	7	正常
SCH2026050514000011	Z0021	2026-05-05	下午(14:00-18:0	13	7	正常
SCH2026050608000011	Z0021	2026-05-06	上午(08:00-12:0	18	9	正常
SCH2026050614000011	Z0021	2026-05-06	下午(14:00-18:0	22	6	正常
SCH2026050708000011	Z0021	2026-05-07	上午(08:00-12:0	19	7	正常
SCH2026050714000011	Z0021	2026-05-07	下午(14:00-18:0	15	7	正常
SCH2026050808000011	Z0021	2026-05-08	上午(08:00-12:0	18	7	正常
SCH2026050814000011	Z0021	2026-05-08	下午(14:00-18:0	24	9	正常
SCH2026050908000011	Z0021	2026-05-09	上午(08:00-12:0	25	6	正常
SCH2026050914000011	Z0021	2026-05-09	下午(14:00-18:0	12	5	正常
SCH2026051008000011	Z0021	2026-05-10	上午(08:00-12:0	18	7	正常
SCH2026051014000011	Z0021	2026-05-10	下午(14:00-18:0	16	7	正常
SCH2026051108000011	Z0021	2026-05-11	上午(08:00-12:0	25	8	正常
SCH2026051114000011	Z0021	2026-05-11	下午(14:00-18:0	19	8	正常
SCH2026050508000011	Z0022	2026-05-05	上午(08:00-12:0	11	10	正常
SCH2026050514000011	Z0022	2026-05-05	下午(14:00-18:0	11	10	正常
SCH2026050608000011	Z0022	2026-05-06	上午(08:00-12:0	19	8	正常
SCH2026050614000011	Z0022	2026-05-06	下午(14:00-18:0	25	9	正常
SCH2026050708000011	Z0022	2026-05-07	上午(08:00-12:0	16	9	正常
SCH2026050714000011	Z0022	2026-05-07	下午(14:00-18:0	12	10	正常
SCH2026050808000011	Z0022	2026-05-08	上午(08:00-12:0	15	6	正常
SCH2026050814000011	Z0022	2026-05-08	下午(14:00-18:0	19	5	正常
SCH2026050908000011	Z0022	2026-05-09	上午(08:00-12:0	15	10	正常
SCH2026050914000011	Z0022	2026-05-09	下午(14:00-18:0	11	9	正常
SCH2026051008000011	Z0022	2026-05-10	上午(08:00-12:0	10	5	正常
SCH2026051014000011	Z0022	2026-05-10	下午(14:00-18:0	22	8	正常
SCH2026051108000011	Z0022	2026-05-11	上午(08:00-12:0	11	7	正常
SCH2026051114000011	Z0022	2026-05-11	下午(14:00-18:0	12	9	正常
SCH2026050508000011	Z0023	2026-05-05	上午(08:00-12:0	14	10	正常
SCH2026050514000011	Z0023	2026-05-05	下午(14:00-18:0	24	7	正常
SCH2026050608000011	Z0023	2026-05-06	上午(08:00-12:0	16	6	正常
SCH2026050614000011	Z0023	2026-05-06	下午(14:00-18:0	18	10	正常
SCH2026050708000011	Z0023	2026-05-07	上午(08:00-12:0	16	5	正常
SCH2026050714000011	Z0023	2026-05-07	下午(14:00-18:0	10	7	正常
SCH2026050808000011	Z0023	2026-05-08	上午(08:00-12:0	17	7	正常
SCH2026050814000011	Z0023	2026-05-08	下午(14:00-18:0	23	10	正常
SCH2026050908000011	Z0023	2026-05-09	上午(08:00-12:0	10	7	正常
SCH2026050914000011	Z0023	2026-05-09	下午(14:00-18:0	19	5	正常
SCH2026051008000011	Z0023	2026-05-10	上午(08:00-12:0	11	8	正常
SCH2026051014000011	Z0023	2026-05-10	下午(14:00-18:0	14	9	正常
SCH2026051108000011	Z0023	2026-05-11	上午(08:00-12:0	24	6	正常
SCH2026051114000011	Z0023	2026-05-11	下午(14:00-18:0	20	9	正常
SCH2026050508000012	Z0024	2026-05-05	上午(08:00-12:0	13	10	正常
SCH2026050514000012	Z0024	2026-05-05	下午(14:00-18:0	13	5	正常
SCH2026050608000012	Z0024	2026-05-06	上午(08:00-12:0	21	9	正常
SCH2026050614000012	Z0024	2026-05-06	下午(14:00-18:0	20	6	正常
SCH2026050708000012	Z0024	2026-05-07	上午(08:00-12:0	22	10	正常
SCH2026050714000012	Z0024	2026-05-07	下午(14:00-18:0	22	8	正常
SCH2026050808000012	Z0024	2026-05-08	上午(08:00-12:0	13	7	正常
SCH2026050814000012	Z0024	2026-05-08	下午(14:00-18:0	20	9	正常
SCH2026050908000012	Z0024	2026-05-09	上午(08:00-12:0	21	6	正常
SCH2026050914000012	Z0024	2026-05-09	下午(14:00-18:0	15	5	正常
SCH2026051008000012	Z0024	2026-05-10	上午(08:00-12:0	21	10	正常
SCH2026051014000012	Z0024	2026-05-10	下午(14:00-18:0	25	9	正常
SCH2026051108000012	Z0024	2026-05-11	上午(08:00-12:0	19	10	正常
SCH2026051114000012	Z0024	2026-05-11	下午(14:00-18:0	20	9	停诊
SCH2026050508000012	Z0025	2026-05-05	上午(08:00-12:0	23	9	正常
SCH2026050514000012	Z0025	2026-05-05	下午(14:00-18:0	11	10	正常
SCH2026050608000012	Z0025	2026-05-06	上午(08:00-12:0	23	7	正常
SCH2026050614000012	Z0025	2026-05-06	下午(14:00-18:0	25	9	正常
SCH2026050708000012	Z0025	2026-05-07	上午(08:00-12:0	10	9	正常
SCH2026050714000012	Z0025	2026-05-07	下午(14:00-18:0	12	8	正常
SCH2026050808000012	Z0025	2026-05-08	上午(08:00-12:0	12	10	正常
SCH2026050814000012	Z0025	2026-05-08	下午(14:00-18:0	11	6	正常
SCH2026050908000012	Z0025	2026-05-09	上午(08:00-12:0	11	9	正常
SCH2026050914000012	Z0025	2026-05-09	下午(14:00-18:0	23	6	正常
SCH2026051008000012	Z0025	2026-05-10	上午(08:00-12:0	11	7	正常
SCH2026051014000012	Z0025	2026-05-10	下午(14:00-18:0	18	7	正常
SCH2026051108000012	Z0025	2026-05-11	上午(08:00-12:0	17	9	正常
SCH2026051114000012	Z0025	2026-05-11	下午(14:00-18:0	15	10	正常
SCH2026050508000012	Z0026	2026-05-05	上午(08:00-12:0	25	10	正常
SCH2026050514000012	Z0026	2026-05-05	下午(14:00-18:0	24	6	正常
SCH2026050608000012	Z0026	2026-05-06	上午(08:00-12:0	20	7	正常
SCH2026050614000012	Z0026	2026-05-06	下午(14:00-18:0	23	6	正常
SCH2026050708000012	Z0026	2026-05-07	上午(08:00-12:0	24	7	正常
SCH2026050714000012	Z0026	2026-05-07	下午(14:00-18:0	10	10	正常
SCH2026050808000012	Z0026	2026-05-08	上午(08:00-12:0	19	8	正常
SCH2026050814000012	Z0026	2026-05-08	下午(14:00-18:0	18	6	正常
SCH2026050908000012	Z0026	2026-05-09	上午(08:00-12:0	23	6	正常
SCH2026050914000012	Z0026	2026-05-09	下午(14:00-18:0	15	5	正常
SCH2026051008000012	Z0026	2026-05-10	上午(08:00-12:0	21	5	正常
SCH2026051014000012	Z0026	2026-05-10	下午(14:00-18:0	23	6	正常
SCH2026051108000012	Z0026	2026-05-11	上午(08:00-12:0	15	9	正常
SCH2026051114000012	Z0026	2026-05-11	下午(14:00-18:0	22	8	正常
SCH2026050508000012	Z0027	2026-05-05	上午(08:00-12:0	21	8	正常
SCH2026050514000012	Z0027	2026-05-05	下午(14:00-18:0	12	9	正常
SCH2026050608000012	Z0027	2026-05-06	上午(08:00-12:0	19	7	正常
SCH2026050614000012	Z0027	2026-05-06	下午(14:00-18:0	17	7	正常
SCH2026050708000012	Z0027	2026-05-07	上午(08:00-12:0	19	8	正常
SCH2026050714000012	Z0027	2026-05-07	下午(14:00-18:0	22	9	正常
SCH2026050808000012	Z0027	2026-05-08	上午(08:00-12:0	14	10	正常
SCH2026050814000012	Z0027	2026-05-08	下午(14:00-18:0	21	10	正常
SCH2026050908000012	Z0027	2026-05-09	上午(08:00-12:0	10	5	正常
SCH2026050914000012	Z0027	2026-05-09	下午(14:00-18:0	16	8	正常
SCH2026051008000012	Z0027	2026-05-10	上午(08:00-12:0	11	10	正常
SCH2026051014000012	Z0027	2026-05-10	下午(14:00-18:0	17	6	正常
SCH2026051108000012	Z0027	2026-05-11	上午(08:00-12:0	13	8	正常
SCH2026051114000012	Z0027	2026-05-11	下午(14:00-18:0	10	6	正常
SCH2026050508000012	Z0028	2026-05-05	上午(08:00-12:0	17	10	正常
SCH2026050514000012	Z0028	2026-05-05	下午(14:00-18:0	11	8	正常
SCH2026050608000012	Z0028	2026-05-06	上午(08:00-12:0	20	9	正常
SCH2026050614000012	Z0028	2026-05-06	下午(14:00-18:0	18	9	正常
SCH2026050708000012	Z0028	2026-05-07	上午(08:00-12:0	11	10	正常
SCH2026050714000012	Z0028	2026-05-07	下午(14:00-18:0	10	8	正常
SCH2026050808000012	Z0028	2026-05-08	上午(08:00-12:0	14	6	正常
SCH2026050814000012	Z0028	2026-05-08	下午(14:00-18:0	19	6	正常
SCH2026050908000012	Z0028	2026-05-09	上午(08:00-12:0	12	6	正常
SCH2026050914000012	Z0028	2026-05-09	下午(14:00-18:0	21	6	正常
SCH2026051008000012	Z0028	2026-05-10	上午(08:00-12:0	19	6	停诊
SCH2026051014000012	Z0028	2026-05-10	下午(14:00-18:0	18	7	正常
SCH2026051108000012	Z0028	2026-05-11	上午(08:00-12:0	21	10	正常
SCH2026051114000012	Z0028	2026-05-11	下午(14:00-18:0	19	6	正常
SCH2026050508000012	Z0029	2026-05-05	上午(08:00-12:0	19	9	正常
SCH2026050514000012	Z0029	2026-05-05	下午(14:00-18:0	25	5	正常
SCH2026050608000012	Z0029	2026-05-06	上午(08:00-12:0	20	5	正常
SCH2026050614000012	Z0029	2026-05-06	下午(14:00-18:0	18	9	正常
SCH2026050708000012	Z0029	2026-05-07	上午(08:00-12:0	25	5	正常
SCH2026050714000012	Z0029	2026-05-07	下午(14:00-18:0	19	7	正常
SCH2026050808000012	Z0029	2026-05-08	上午(08:00-12:0	11	8	正常
SCH2026050814000012	Z0029	2026-05-08	下午(14:00-18:0	12	8	正常
SCH2026050908000012	Z0029	2026-05-09	上午(08:00-12:0	23	6	正常
SCH2026050914000012	Z0029	2026-05-09	下午(14:00-18:0	21	9	正常
SCH2026051008000012	Z0029	2026-05-10	上午(08:00-12:0	15	8	正常
SCH2026051014000012	Z0029	2026-05-10	下午(14:00-18:0	24	9	正常
SCH2026051108000012	Z0029	2026-05-11	上午(08:00-12:0	24	6	正常
SCH2026051114000012	Z0029	2026-05-11	下午(14:00-18:0	17	7	正常
SCH2026050508000012	Z0030	2026-05-05	上午(08:00-12:0	11	8	正常
SCH2026050514000012	Z0030	2026-05-05	下午(14:00-18:0	21	10	正常
SCH2026050608000012	Z0030	2026-05-06	上午(08:00-12:0	14	9	正常
SCH2026050614000012	Z0030	2026-05-06	下午(14:00-18:0	16	9	正常
SCH2026050708000012	Z0030	2026-05-07	上午(08:00-12:0	25	8	正常
SCH2026050714000012	Z0030	2026-05-07	下午(14:00-18:0	24	10	正常
SCH2026050808000012	Z0030	2026-05-08	上午(08:00-12:0	24	5	正常
SCH2026050814000012	Z0030	2026-05-08	下午(14:00-18:0	23	8	停诊
SCH2026050908000012	Z0030	2026-05-09	上午(08:00-12:0	15	10	正常
SCH2026050914000012	Z0030	2026-05-09	下午(14:00-18:0	13	9	正常
SCH2026051008000012	Z0030	2026-05-10	上午(08:00-12:0	16	9	正常
SCH2026051014000012	Z0030	2026-05-10	下午(14:00-18:0	19	5	正常
SCH2026051108000012	Z0030	2026-05-11	上午(08:00-12:0	21	10	正常
SCH2026051114000012	Z0030	2026-05-11	下午(14:00-18:0	24	9	正常
SCH2026050508000012	Z0031	2026-05-05	上午(08:00-12:0	12	7	正常
SCH2026050514000012	Z0031	2026-05-05	下午(14:00-18:0	15	9	正常
SCH2026050608000012	Z0031	2026-05-06	上午(08:00-12:0	25	10	正常
SCH2026050614000012	Z0031	2026-05-06	下午(14:00-18:0	23	7	正常
SCH2026050708000012	Z0031	2026-05-07	上午(08:00-12:0	18	5	正常
SCH2026050714000012	Z0031	2026-05-07	下午(14:00-18:0	20	7	正常
SCH2026050808000012	Z0031	2026-05-08	上午(08:00-12:0	10	6	正常
SCH2026050814000012	Z0031	2026-05-08	下午(14:00-18:0	22	6	正常
SCH2026050908000012	Z0031	2026-05-09	上午(08:00-12:0	18	7	正常
SCH2026050914000012	Z0031	2026-05-09	下午(14:00-18:0	12	6	正常
SCH2026051008000012	Z0031	2026-05-10	上午(08:00-12:0	16	8	正常
SCH2026051014000012	Z0031	2026-05-10	下午(14:00-18:0	14	6	正常
SCH2026051108000012	Z0031	2026-05-11	上午(08:00-12:0	16	8	正常
SCH2026051114000012	Z0031	2026-05-11	下午(14:00-18:0	13	5	正常
SCH2026050508000012	Z0032	2026-05-05	上午(08:00-12:0	12	10	正常
SCH2026050514000012	Z0032	2026-05-05	下午(14:00-18:0	13	6	正常
SCH2026050608000012	Z0032	2026-05-06	上午(08:00-12:0	13	8	正常
SCH2026050614000012	Z0032	2026-05-06	下午(14:00-18:0	23	6	正常
SCH2026050708000012	Z0032	2026-05-07	上午(08:00-12:0	12	7	正常
SCH2026050714000012	Z0032	2026-05-07	下午(14:00-18:0	24	6	正常
SCH2026050808000012	Z0032	2026-05-08	上午(08:00-12:0	12	8	正常
SCH2026050814000012	Z0032	2026-05-08	下午(14:00-18:0	25	5	正常
SCH2026050908000012	Z0032	2026-05-09	上午(08:00-12:0	23	5	正常
SCH2026050914000012	Z0032	2026-05-09	下午(14:00-18:0	23	9	正常
SCH2026051008000012	Z0032	2026-05-10	上午(08:00-12:0	12	5	正常
SCH2026051014000012	Z0032	2026-05-10	下午(14:00-18:0	12	9	正常
SCH2026051108000012	Z0032	2026-05-11	上午(08:00-12:0	17	9	正常
SCH2026051114000012	Z0032	2026-05-11	下午(14:00-18:0	12	10	正常
SCH2026050508000012	Z0033	2026-05-05	上午(08:00-12:0	23	10	正常
SCH2026050514000012	Z0033	2026-05-05	下午(14:00-18:0	24	10	正常
SCH2026050608000012	Z0033	2026-05-06	上午(08:00-12:0	17	8	正常
SCH2026050614000012	Z0033	2026-05-06	下午(14:00-18:0	24	7	正常
SCH2026050708000012	Z0033	2026-05-07	上午(08:00-12:0	15	7	正常
SCH2026050714000012	Z0033	2026-05-07	下午(14:00-18:0	10	5	正常
SCH2026050808000012	Z0033	2026-05-08	上午(08:00-12:0	10	9	正常
SCH2026050814000012	Z0033	2026-05-08	下午(14:00-18:0	10	8	停诊
SCH2026050908000012	Z0033	2026-05-09	上午(08:00-12:0	16	10	正常
SCH2026050914000012	Z0033	2026-05-09	下午(14:00-18:0	14	7	正常
SCH2026051008000012	Z0033	2026-05-10	上午(08:00-12:0	12	9	正常
SCH2026051014000012	Z0033	2026-05-10	下午(14:00-18:0	15	6	正常
SCH2026051108000012	Z0033	2026-05-11	上午(08:00-12:0	14	10	正常
SCH2026051114000012	Z0033	2026-05-11	下午(14:00-18:0	23	10	正常
SCH2026050508000013	Z0034	2026-05-05	上午(08:00-12:0	23	7	正常
SCH2026050514000013	Z0034	2026-05-05	下午(14:00-18:0	16	5	正常
SCH2026050608000013	Z0034	2026-05-06	上午(08:00-12:0	19	6	正常
SCH2026050614000013	Z0034	2026-05-06	下午(14:00-18:0	18	9	正常
SCH2026050708000013	Z0034	2026-05-07	上午(08:00-12:0	16	5	正常
SCH2026050714000013	Z0034	2026-05-07	下午(14:00-18:0	10	9	正常
SCH2026050808000013	Z0034	2026-05-08	上午(08:00-12:0	22	6	正常
SCH2026050814000013	Z0034	2026-05-08	下午(14:00-18:0	23	7	正常
SCH2026050908000013	Z0034	2026-05-09	上午(08:00-12:0	15	6	正常
SCH2026050914000013	Z0034	2026-05-09	下午(14:00-18:0	20	6	停诊
SCH2026051008000013	Z0034	2026-05-10	上午(08:00-12:0	10	10	停诊
SCH2026051014000013	Z0034	2026-05-10	下午(14:00-18:0	18	10	正常
SCH2026051108000013	Z0034	2026-05-11	上午(08:00-12:0	15	8	正常
SCH2026051114000013	Z0034	2026-05-11	下午(14:00-18:0	16	10	正常
SCH2026050508000013	Z0035	2026-05-05	上午(08:00-12:0	20	8	正常
SCH2026050514000013	Z0035	2026-05-05	下午(14:00-18:0	12	6	停诊
SCH2026050608000013	Z0035	2026-05-06	上午(08:00-12:0	14	5	正常
SCH2026050614000013	Z0035	2026-05-06	下午(14:00-18:0	16	10	正常
SCH2026050708000013	Z0035	2026-05-07	上午(08:00-12:0	16	6	正常
SCH2026050714000013	Z0035	2026-05-07	下午(14:00-18:0	12	9	正常
SCH2026050808000013	Z0035	2026-05-08	上午(08:00-12:0	23	10	正常
SCH2026050814000013	Z0035	2026-05-08	下午(14:00-18:0	25	6	正常
SCH2026050908000013	Z0035	2026-05-09	上午(08:00-12:0	20	6	正常
SCH2026050914000013	Z0035	2026-05-09	下午(14:00-18:0	18	5	正常
SCH2026051008000013	Z0035	2026-05-10	上午(08:00-12:0	25	7	正常
SCH2026051014000013	Z0035	2026-05-10	下午(14:00-18:0	24	5	正常
SCH2026051108000013	Z0035	2026-05-11	上午(08:00-12:0	17	9	正常
SCH2026051114000013	Z0035	2026-05-11	下午(14:00-18:0	18	9	正常
SCH2026050508000013	Z0036	2026-05-05	上午(08:00-12:0	17	8	停诊
SCH2026050514000013	Z0036	2026-05-05	下午(14:00-18:0	13	9	正常
SCH2026050608000013	Z0036	2026-05-06	上午(08:00-12:0	18	8	正常
SCH2026050614000013	Z0036	2026-05-06	下午(14:00-18:0	22	5	正常
SCH2026050708000013	Z0036	2026-05-07	上午(08:00-12:0	18	10	正常
SCH2026050714000013	Z0036	2026-05-07	下午(14:00-18:0	19	5	正常
SCH2026050808000013	Z0036	2026-05-08	上午(08:00-12:0	10	6	正常
SCH2026050814000013	Z0036	2026-05-08	下午(14:00-18:0	12	6	正常
SCH2026050908000013	Z0036	2026-05-09	上午(08:00-12:0	18	8	正常
SCH2026050914000013	Z0036	2026-05-09	下午(14:00-18:0	10	7	正常
SCH2026051008000013	Z0036	2026-05-10	上午(08:00-12:0	21	9	正常
SCH2026051014000013	Z0036	2026-05-10	下午(14:00-18:0	14	5	正常
SCH2026051108000013	Z0036	2026-05-11	上午(08:00-12:0	22	7	正常
SCH2026051114000013	Z0036	2026-05-11	下午(14:00-18:0	17	6	正常
SCH2026050508000013	Z0037	2026-05-05	上午(08:00-12:0	25	5	正常
SCH2026050514000013	Z0037	2026-05-05	下午(14:00-18:0	23	8	正常
SCH2026050608000013	Z0037	2026-05-06	上午(08:00-12:0	20	5	正常
SCH2026050614000013	Z0037	2026-05-06	下午(14:00-18:0	15	9	正常
SCH2026050708000013	Z0037	2026-05-07	上午(08:00-12:0	14	9	正常
SCH2026050714000013	Z0037	2026-05-07	下午(14:00-18:0	23	6	正常
SCH2026050808000013	Z0037	2026-05-08	上午(08:00-12:0	12	10	正常
SCH2026050814000013	Z0037	2026-05-08	下午(14:00-18:0	15	6	正常
SCH2026050908000013	Z0037	2026-05-09	上午(08:00-12:0	22	6	正常
SCH2026050914000013	Z0037	2026-05-09	下午(14:00-18:0	12	7	正常
SCH2026051008000013	Z0037	2026-05-10	上午(08:00-12:0	16	9	正常
SCH2026051014000013	Z0037	2026-05-10	下午(14:00-18:0	18	10	停诊
SCH2026051108000013	Z0037	2026-05-11	上午(08:00-12:0	17	7	正常
SCH2026051114000013	Z0037	2026-05-11	下午(14:00-18:0	10	7	正常
SCH2026050508000013	Z0038	2026-05-05	上午(08:00-12:0	14	10	正常
SCH2026050514000013	Z0038	2026-05-05	下午(14:00-18:0	17	7	正常
SCH2026050608000013	Z0038	2026-05-06	上午(08:00-12:0	17	5	正常
SCH2026050614000013	Z0038	2026-05-06	下午(14:00-18:0	22	5	正常
SCH2026050708000013	Z0038	2026-05-07	上午(08:00-12:0	24	7	正常
SCH2026050714000013	Z0038	2026-05-07	下午(14:00-18:0	11	5	正常
SCH2026050808000013	Z0038	2026-05-08	上午(08:00-12:0	12	5	正常
SCH2026050814000013	Z0038	2026-05-08	下午(14:00-18:0	13	7	停诊
SCH2026050908000013	Z0038	2026-05-09	上午(08:00-12:0	18	9	正常
SCH2026050914000013	Z0038	2026-05-09	下午(14:00-18:0	22	6	正常
SCH2026051008000013	Z0038	2026-05-10	上午(08:00-12:0	19	6	正常
SCH2026051014000013	Z0038	2026-05-10	下午(14:00-18:0	22	5	正常
SCH2026051108000013	Z0038	2026-05-11	上午(08:00-12:0	18	10	正常
SCH2026051114000013	Z0038	2026-05-11	下午(14:00-18:0	25	6	正常
SCH2026050508000013	Z0039	2026-05-05	上午(08:00-12:0	15	7	正常
SCH2026050514000013	Z0039	2026-05-05	下午(14:00-18:0	22	10	正常
SCH2026050608000013	Z0039	2026-05-06	上午(08:00-12:0	19	8	正常
SCH2026050614000013	Z0039	2026-05-06	下午(14:00-18:0	23	7	正常
SCH2026050708000013	Z0039	2026-05-07	上午(08:00-12:0	23	5	正常
SCH2026050714000013	Z0039	2026-05-07	下午(14:00-18:0	14	6	正常
SCH2026050808000013	Z0039	2026-05-08	上午(08:00-12:0	12	7	停诊
SCH2026050814000013	Z0039	2026-05-08	下午(14:00-18:0	15	9	正常
SCH2026050908000013	Z0039	2026-05-09	上午(08:00-12:0	25	7	正常
SCH2026050914000013	Z0039	2026-05-09	下午(14:00-18:0	20	9	正常
SCH2026051008000013	Z0039	2026-05-10	上午(08:00-12:0	15	8	正常
SCH2026051014000013	Z0039	2026-05-10	下午(14:00-18:0	24	8	停诊
SCH2026051108000013	Z0039	2026-05-11	上午(08:00-12:0	24	6	正常
SCH2026051114000013	Z0039	2026-05-11	下午(14:00-18:0	11	7	正常
SCH2026050508000013	Z0040	2026-05-05	上午(08:00-12:0	13	6	正常
SCH2026050514000013	Z0040	2026-05-05	下午(14:00-18:0	20	8	正常
SCH2026050608000013	Z0040	2026-05-06	上午(08:00-12:0	10	9	正常
SCH2026050614000013	Z0040	2026-05-06	下午(14:00-18:0	19	5	正常
SCH2026050708000013	Z0040	2026-05-07	上午(08:00-12:0	12	8	正常
SCH2026050714000013	Z0040	2026-05-07	下午(14:00-18:0	23	7	正常
SCH2026050808000013	Z0040	2026-05-08	上午(08:00-12:0	22	5	正常
SCH2026050814000013	Z0040	2026-05-08	下午(14:00-18:0	25	9	正常
SCH2026050908000013	Z0040	2026-05-09	上午(08:00-12:0	14	6	正常
SCH2026050914000013	Z0040	2026-05-09	下午(14:00-18:0	14	9	正常
SCH2026051008000013	Z0040	2026-05-10	上午(08:00-12:0	25	6	正常
SCH2026051014000013	Z0040	2026-05-10	下午(14:00-18:0	23	8	正常
SCH2026051108000013	Z0040	2026-05-11	上午(08:00-12:0	17	7	正常
SCH2026051114000013	Z0040	2026-05-11	下午(14:00-18:0	22	8	正常
SCH2026050508000013	Z0041	2026-05-05	上午(08:00-12:0	22	8	正常
SCH2026050514000013	Z0041	2026-05-05	下午(14:00-18:0	16	10	正常
SCH2026050608000013	Z0041	2026-05-06	上午(08:00-12:0	10	8	正常
SCH2026050614000013	Z0041	2026-05-06	下午(14:00-18:0	17	6	正常
SCH2026050708000013	Z0041	2026-05-07	上午(08:00-12:0	16	8	正常
SCH2026050714000013	Z0041	2026-05-07	下午(14:00-18:0	16	6	正常
SCH2026050808000013	Z0041	2026-05-08	上午(08:00-12:0	23	10	正常
SCH2026050814000013	Z0041	2026-05-08	下午(14:00-18:0	17	6	正常
SCH2026050908000013	Z0041	2026-05-09	上午(08:00-12:0	20	8	正常
SCH2026050914000013	Z0041	2026-05-09	下午(14:00-18:0	12	8	正常
SCH2026051008000013	Z0041	2026-05-10	上午(08:00-12:0	19	7	正常
SCH2026051014000013	Z0041	2026-05-10	下午(14:00-18:0	10	8	正常
SCH2026051108000013	Z0041	2026-05-11	上午(08:00-12:0	23	5	正常
SCH2026051114000013	Z0041	2026-05-11	下午(14:00-18:0	18	6	正常
